game,overall_score,rating,tier,wave,lane,primary_risk,sprint1,sprint2,sprint3,acceptance1,acceptance2,acceptance3,acceptance4,fn_count,max_fn_lines,max_fn_file,test_files,doctest_blocks,has_readme,has_arch,doc_fn_ratio
ufo_cow_rescue_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`ufo_cow_rescue_2026/main.mbt` ~1196 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,16,1196,ufo_cow_rescue_2026/main.mbt,0,0,True,False,1.000
harbor_defense_2026,42,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`harbor_defense_2026/main.mbt` ~1127 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,18,1127,harbor_defense_2026/main.mbt,0,0,True,False,1.000
neon_taxi_rush_2026,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`neon_taxi_rush_2026/main.mbt` ~1116 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,18,1116,neon_taxi_rush_2026/main.mbt,0,0,True,False,1.000
desert_train_robbery_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`desert_train_robbery_2026/main.mbt` ~1057 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,16,1057,desert_train_robbery_2026/main.mbt,0,0,True,False,1.000
mountain_bike_downhill_2026,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`mountain_bike_downhill_2026/main.mbt` ~1057 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,14,1057,mountain_bike_downhill_2026/main.mbt,0,0,True,False,1.000
aftershock_rescue_convoy_2026,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`aftershock_rescue_convoy_2026/main.mbt` ~1046 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,49,1046,aftershock_rescue_convoy_2026/main.mbt,0,0,True,False,0.939
wildfire_airlift_command_2026,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`wildfire_airlift_command_2026/main.mbt` ~1032 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,49,1032,wildfire_airlift_command_2026/main.mbt,0,0,True,False,0.939
rocket_arena_soccer_2026,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rocket_arena_soccer_2026/main.mbt` ~1009 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,22,1009,rocket_arena_soccer_2026/main.mbt,0,0,True,False,1.000
meteor_miner_convoy_2026,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`meteor_miner_convoy_2026/main.mbt` ~1000 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,18,1000,meteor_miner_convoy_2026/main.mbt,0,0,True,False,1.000
snowboard_slalom_2026,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`snowboard_slalom_2026/main.mbt` ~956 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,13,956,snowboard_slalom_2026/main.mbt,0,0,True,False,1.000
ghost_mansion_investigation_2026,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`ghost_mansion_investigation_2026/main.mbt` ~955 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,17,955,ghost_mansion_investigation_2026/main.mbt,0,0,True,False,1.000
urban_flood_evacuation_2026,42,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`urban_flood_evacuation_2026/main.mbt` ~923 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,42,923,urban_flood_evacuation_2026/main.mbt,0,0,True,False,0.929
fog_ferry_rescue_2026,42,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`fog_ferry_rescue_2026/main.mbt` ~920 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,42,920,fog_ferry_rescue_2026/main.mbt,0,0,True,False,0.929
lighthouse_supply_run_2026,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`lighthouse_supply_run_2026/main.mbt` ~905 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,43,905,lighthouse_supply_run_2026/main.mbt,0,0,True,False,0.930
rooftop_volleyball_2026,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rooftop_volleyball_2026/main.mbt` ~888 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,17,888,rooftop_volleyball_2026/main.mbt,0,0,True,False,1.000
icebreaker_convoy_command_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`icebreaker_convoy_command_2026/main.mbt` ~836 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,43,836,icebreaker_convoy_command_2026/main.mbt,0,0,True,False,0.930
volcano_airlift_2026,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`volcano_airlift_2026/main.mbt` ~818 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,10,818,volcano_airlift_2026/main.mbt,0,0,True,False,1.000
sky_convoy_defense_2026,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`sky_convoy_defense_2026/main.mbt` ~798 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,14,798,sky_convoy_defense_2026/main.mbt,0,0,True,False,1.000
powerline_repair_patrol_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`powerline_repair_patrol_2026/main.mbt` ~729 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,49,729,powerline_repair_patrol_2026/main.mbt,0,0,True,False,0.878
deep_tunnel_drill_rescue_2026,42,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`deep_tunnel_drill_rescue_2026/main.mbt` ~669 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,36,669,deep_tunnel_drill_rescue_2026/main.mbt,0,0,True,False,0.944
rooftop_mail_glider_2026,42,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rooftop_mail_glider_2026/main.mbt` ~653 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,44,653,rooftop_mail_glider_2026/main.mbt,0,0,True,False,0.909
food_truck_frenzy_2026,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`food_truck_frenzy_2026/main.mbt` ~629 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,49,629,food_truck_frenzy_2026/main.mbt,0,0,True,False,0.918
topdown_survivor_2026,42,Needs Attention,T1-High,Wave-2,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`topdown_survivor_2026/main.mbt` ~328 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,4,328,topdown_survivor_2026/main.mbt,0,0,True,False,1.000
treasure_map_expedition_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`treasure_map_expedition_2026/main.mbt` ~245 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,5,245,treasure_map_expedition_2026/main.mbt,0,0,True,False,1.000
warehouse_forklift_2026,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`warehouse_forklift_2026/main.mbt` ~222 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,7,222,warehouse_forklift_2026/main.mbt,0,0,True,False,1.000
minesweeper,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`minesweeper/main.mbt` ~221 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,9,221,minesweeper/main.mbt,0,0,True,False,1.000
card_duel_2026,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`card_duel_2026/main.mbt` ~211 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,7,211,card_duel_2026/main.mbt,0,0,True,False,1.000
shaders_spotlight,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_spotlight/main.mbt` ~211 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,6,211,shaders_spotlight/main.mbt,0,0,True,False,1.000
shaders_fog,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_fog/main.mbt` ~209 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,209,shaders_fog/main.mbt,0,0,True,False,1.000
platformer_precision_2026,42,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`platformer_precision_2026/main.mbt` ~205 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,2,205,platformer_precision_2026/main.mbt,0,0,True,False,1.000
models_bone_socket,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`models_bone_socket/main.mbt` ~196 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,196,models_bone_socket/main.mbt,0,0,True,False,1.000
match3_garden_2026,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`match3_garden_2026/main.mbt` ~195 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,195,match3_garden_2026/main.mbt,0,0,True,False,1.000
models_loading_m3d,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`models_loading_m3d/main.mbt` ~181 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,181,models_loading_m3d/main.mbt,0,0,True,False,1.000
rogue_dungeon_2026,42,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`rogue_dungeon_2026/main.mbt` ~180 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,10,180,rogue_dungeon_2026/main.mbt,0,0,True,False,1.000
core_2d_camera,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_2d_camera/main.mbt` ~171 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,171,core_2d_camera/main.mbt,0,0,True,False,1.000
shaders_basic_lighting,42,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_basic_lighting/main.mbt` ~163 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,6,163,shaders_basic_lighting/main.mbt,0,0,True,False,1.000
textures_image_processing,42,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`textures_image_processing/main.mbt` ~163 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,163,textures_image_processing/main.mbt,0,0,True,False,1.000
shapes_collision_area,42,Needs Attention,T1-High,Wave-2,Lane-8,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shapes_collision_area/main.mbt` ~152 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,152,shapes_collision_area/main.mbt,0,0,True,False,1.000
core_clipboard_text,42,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_clipboard_text/main.mbt` ~151 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,151,core_clipboard_text/main.mbt,0,0,True,False,1.000
core_custom_frame_control,42,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_custom_frame_control/main.mbt` ~151 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,151,core_custom_frame_control/main.mbt,0,0,True,False,1.000
core_input_gestures,42,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_input_gestures/main.mbt` ~127 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,127,core_input_gestures/main.mbt,0,0,True,False,1.000
shaders_game_of_life,42,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Refactor one medium-complexity update/render path for readability,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Cyclomatic/branch density reduced in chosen path,Function docs coverage increased for core entrypoints,,0,0,,0,0,True,False,0.000
neon_air_hockey_2026,43,Needs Attention,T1-High,Wave-2,Lane-7,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`neon_air_hockey_2026/main.mbt` ~795 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,15,795,neon_air_hockey_2026/main.mbt,0,0,True,False,1.000
skyline_fire_rescue_2026,43,Needs Attention,T1-High,Wave-2,Lane-4,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`skyline_fire_rescue_2026/main.mbt` ~739 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,29,739,skyline_fire_rescue_2026/main.mbt,0,0,True,False,0.966
metro_repair_dispatch_2026,43,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`metro_repair_dispatch_2026/main.mbt` ~606 LOC) into focused helpers,"Add ARCHITECTURE.md (data flow, update pipeline, package boundaries)",`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Architecture doc added and references actual module/file structure,,43,606,metro_repair_dispatch_2026/main.mbt,0,0,True,False,0.953
core_2d_camera_split_screen,43,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_2d_camera_split_screen/main.mbt` ~262 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,262,core_2d_camera_split_screen/main.mbt,0,0,True,False,1.000
core_2d_camera_platformer,43,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_2d_camera_platformer/main.mbt` ~187 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,7,187,core_2d_camera_platformer/main.mbt,0,0,True,False,1.000
easings_testbed,43,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`easings_testbed/main.mbt` ~148 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,31,148,easings_testbed/main.mbt,0,0,True,False,1.000
lunar_lander_ops_2026,44,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`lunar_lander_ops_2026/main.mbt` ~618 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,11,618,lunar_lander_ops_2026/main.mbt,0,0,True,False,1.000
castle_siege_artillery_2026,44,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`castle_siege_artillery_2026/main.mbt` ~608 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,10,608,castle_siege_artillery_2026/main.mbt,0,0,True,False,1.000
city_crossing_2026,44,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`city_crossing_2026/main.mbt` ~504 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,14,504,city_crossing_2026/main.mbt,0,0,True,False,1.000
portal_billiards_2026,44,Needs Attention,T1-High,Wave-2,Lane-1,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`portal_billiards_2026/main.mbt` ~503 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,20,503,portal_billiards_2026/main.mbt,0,0,True,False,1.000
shaders_julia_set,44,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_julia_set/main.mbt` ~265 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,3,265,shaders_julia_set/main.mbt,0,0,True,False,1.000
core_3d_camera_split_screen,44,Needs Attention,T1-High,Wave-2,Lane-2,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`core_3d_camera_split_screen/main.mbt` ~258 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,258,core_3d_camera_split_screen/main.mbt,0,0,True,False,1.000
shaders_shadowmap,44,Needs Attention,T1-High,Wave-2,Lane-6,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`shaders_shadowmap/main.mbt` ~243 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,3,243,shaders_shadowmap/main.mbt,0,0,True,False,1.000
models_mesh_picking,44,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`models_mesh_picking/main.mbt` ~223 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,2,223,models_mesh_picking/main.mbt,0,0,True,False,1.000
city_builder_mini_2026,44,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`city_builder_mini_2026/main.mbt` ~214 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,8,214,city_builder_mini_2026/main.mbt,0,0,True,False,1.000
audio_module_playing,44,Needs Attention,T1-High,Wave-2,Lane-3,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`audio_module_playing/main.mbt` ~190 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,190,audio_module_playing/main.mbt,0,0,True,False,1.000
textures_npatch_drawing,44,Needs Attention,T1-High,Wave-2,Lane-5,No regression safety + very long critical function,Add one smoke doctest block (README.mbt.md) covering init->one update tick,Split longest function (`textures_npatch_drawing/main.mbt` ~171 LOC) into focused helpers,Document core public/internal entrypoints with `///` comments,`moon test <game>` executes at least 1 deterministic smoke test,Longest function reduced below 100 LOC without behavior change,Function docs coverage increased for core entrypoints,,1,171,textures_npatch_drawing/main.mbt,0,0,True,False,1.000
