game,overall_score,rating,arch_score,maintain_score,test_score,docs_score,robust_score,mbt_files,moonpkg_files,mbti_files,total_lines,non_empty_lines,fn_count,documented_fn_count,doc_fn_ratio,max_file_lines,max_file_path,max_fn_lines,max_fn_name,max_fn_file,long_fn_count_80,long_fn_count_120,if_count,match_count,for_count,while_count,branch_density,clamp_count,test_files,doctest_blocks,has_readme,has_arch,has_triads,old_style_loops,large_file_count,recommendations
core_window_should_close,52,Needs Attention,6,24,0,11,11,1,1,1,56,47,1,1,1.0,56,core_window_should_close/main.mbt,55,fn main {,core_window_should_close/main.mbt,0,0,6,0,2,1,6.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
core_world_screen,51,Needs Attention,6,23,0,11,11,1,1,1,77,65,1,1,1.0,77,core_world_screen/main.mbt,76,fn main {,core_world_screen/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
cyber_firewall_breach_2026,40,Needs Attention,2,18,0,11,9,1,1,1,1022,926,16,16,1.0,1022,cyber_firewall_breach_2026/main.mbt,682,fn main {,cyber_firewall_breach_2026/main.mbt,1,1,88,0,23,1,5.5,2,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `cyber_firewall_breach_2026/main.mbt` (max ~682 lines)
deep_sea_salvage_2026,40,Needs Attention,4,18,0,11,7,1,1,1,430,386,5,5,1.0,430,deep_sea_salvage_2026/main.mbt,350,fn main {,deep_sea_salvage_2026/main.mbt,1,1,36,0,13,1,7.2,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `deep_sea_salvage_2026/main.mbt` (max ~350 lines)
deep_tunnel_drill_rescue_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1906,1721,36,34,0.9444444444444444,1906,deep_tunnel_drill_rescue_2026/main.mbt,669,fn reset_run() -> Unit {,deep_tunnel_drill_rescue_2026/main.mbt,5,2,126,1,30,4,3.5277777777777777,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `deep_tunnel_drill_rescue_2026/main.mbt` (max ~669 lines)
demo,44,Needs Attention,6,18,0,11,9,1,1,1,158,140,1,1,1.0,158,demo/main.mbt,157,fn main {,demo/main.mbt,1,1,8,0,0,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `demo/main.mbt` (max ~157 lines)
desert_train_robbery_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1426,1273,16,16,1.0,1426,desert_train_robbery_2026/main.mbt,1057,fn main {,desert_train_robbery_2026/main.mbt,1,1,120,0,25,1,7.5,8,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `desert_train_robbery_2026/main.mbt` (max ~1057 lines)
dice_roguelite_arena_2026,41,Needs Attention,2,17,0,11,11,1,1,1,1797,1645,33,30,0.9090909090909091,1797,dice_roguelite_arena_2026/main.mbt,861,fn begin_enemy_turn() -> Unit {,dice_roguelite_arena_2026/main.mbt,1,1,167,0,28,2,5.0606060606060606,8,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `dice_roguelite_arena_2026/main.mbt` (max ~861 lines)
dragon_boat_sprint_2026,57,Fair,16,19,0,11,11,7,4,4,1838,1623,38,38,1.0,952,dragon_boat_sprint_2026/internal/render/render.mbt,277,fn @types.Game::draw_hud_panel(game : @types.Game) -> Unit {,dragon_boat_sprint_2026/internal/render/render.mbt,3,1,75,3,25,2,2.0526315789473686,14,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `dragon_boat_sprint_2026/internal/render/render.mbt` (max ~277 lines)
dragon_scroll_keeper_2026,61,Fair,16,21,0,11,13,7,4,4,2466,2169,55,55,1.0,1052,dragon_scroll_keeper_2026/internal/game/logic.mbt,120,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,dragon_scroll_keeper_2026/internal/render/render.mbt,5,0,124,2,116,2,2.290909090909091,23,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
drift_police_chase_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1471,1339,13,13,1.0,1471,drift_police_chase_2026/main.mbt,1073,fn main {,drift_police_chase_2026/main.mbt,2,1,128,0,19,5,9.846153846153847,10,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `drift_police_chase_2026/main.mbt` (max ~1073 lines)
drone_delivery_2026,40,Needs Attention,4,18,0,11,7,1,1,1,408,366,5,5,1.0,408,drone_delivery_2026/main.mbt,348,fn main {,drone_delivery_2026/main.mbt,1,1,34,0,6,1,6.8,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `drone_delivery_2026/main.mbt` (max ~348 lines)
drone_show_director_2026,40,Needs Attention,2,18,0,11,9,1,1,1,2377,2202,46,42,0.9130434782608695,2377,drone_show_director_2026/main.mbt,713,fn reset_run() -> Unit {,drone_show_director_2026/main.mbt,4,3,139,7,40,1,3.1739130434782608,14,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `drone_show_director_2026/main.mbt` (max ~713 lines)
dungeon_courier_escape_2026,59,Fair,16,21,0,11,11,7,4,4,2413,2113,47,47,1.0,931,dungeon_courier_escape_2026/internal/game/logic.mbt,131,fn draw_title_overlay() -> Unit {,dungeon_courier_escape_2026/internal/render/render.mbt,4,2,99,2,119,3,2.148936170212766,28,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `dungeon_courier_escape_2026/internal/render/render.mbt` (max ~131 lines)
dungeon_crawler_3d,52,Needs Attention,16,18,0,11,7,11,5,5,6920,6424,87,87,1.0,1084,dungeon_crawler_3d/internal/game/player_system.mbt,162,fn @types.Game::draw_minimap(game : @types.Game) -> Unit {,dungeon_crawler_3d/internal/render/render_ui.mbt,9,4,502,20,311,4,6.0,6,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `dungeon_crawler_3d/internal/render/render_ui.mbt` (max ~162 lines) | Break large files (>300 LOC) into feature-focused modules
easings_testbed,43,Needs Attention,4,21,0,11,7,1,1,1,463,431,31,31,1.0,463,easings_testbed/main.mbt,148,fn main {,easings_testbed/main.mbt,1,1,37,1,4,1,1.2258064516129032,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `easings_testbed/main.mbt` (max ~148 lines)
festival_lion_dance_defense_2026,60,Fair,17,21,0,11,11,7,4,4,2045,1775,46,46,1.0,781,festival_lion_dance_defense_2026/internal/render/render.mbt,142,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,festival_lion_dance_defense_2026/internal/render/render.mbt,2,1,102,4,33,7,2.3043478260869565,29,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `festival_lion_dance_defense_2026/internal/render/render.mbt` (max ~142 lines)
fighter_97_lite,53,Needs Attention,16,19,0,11,7,15,5,5,6470,5850,115,115,1.0,1174,fighter_97_lite/internal/types/character_roster.mbt,188,fn @types.Game::draw_fighter_body(,fighter_97_lite/internal/render/render_fighter.mbt,9,3,379,16,67,7,3.4347826086956523,30,0,0,True,False,True,0,10,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `fighter_97_lite/internal/render/render_fighter.mbt` (max ~188 lines) | Break large files (>300 LOC) into feature-focused modules
firefighting_command_2026,41,Needs Attention,5,18,0,11,7,1,1,1,380,345,6,6,1.0,380,firefighting_command_2026/main.mbt,307,fn main {,firefighting_command_2026/main.mbt,1,1,34,0,11,2,5.666666666666667,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `firefighting_command_2026/main.mbt` (max ~307 lines)
fishing_tycoon_2026,39,Needs Attention,5,16,0,11,7,1,1,1,382,341,5,5,1.0,382,fishing_tycoon_2026/main.mbt,302,fn main {,fishing_tycoon_2026/main.mbt,1,1,43,0,9,1,8.6,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `fishing_tycoon_2026/main.mbt` (max ~302 lines)
flappy_sky_ruins_2026,58,Fair,17,19,0,11,11,7,4,4,1932,1700,41,41,1.0,751,flappy_sky_ruins_2026/internal/render/render.mbt,187,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,flappy_sky_ruins_2026/internal/render/render.mbt,2,2,89,10,34,1,2.4146341463414633,10,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `flappy_sky_ruins_2026/internal/render/render.mbt` (max ~187 lines)
flight_sim_3d,50,Needs Attention,16,16,0,11,7,12,5,5,7135,6653,53,53,1.0,1234,flight_sim_3d/internal/render/render_ui.mbt,304,fn build_missions() -> Array[Mission] {,flight_sim_3d/internal/types/types.mbt,15,10,484,12,175,2,9.358490566037736,37,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `flight_sim_3d/internal/types/types.mbt` (max ~304 lines) | Break large files (>300 LOC) into feature-focused modules
fog_ferry_rescue_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2430,2189,42,39,0.9285714285714286,2430,fog_ferry_rescue_2026/main.mbt,920,fn reset_run() -> Unit {,fog_ferry_rescue_2026/main.mbt,2,2,156,0,33,4,3.7142857142857144,9,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `fog_ferry_rescue_2026/main.mbt` (max ~920 lines)
food_truck_frenzy_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2283,2104,49,45,0.9183673469387755,2283,food_truck_frenzy_2026/main.mbt,629,fn reset_run() -> Unit {,food_truck_frenzy_2026/main.mbt,5,2,133,13,45,3,2.979591836734694,12,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `food_truck_frenzy_2026/main.mbt` (max ~629 lines)
ghost_mansion_investigation_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1369,1230,17,17,1.0,1369,ghost_mansion_investigation_2026/main.mbt,955,fn main {,ghost_mansion_investigation_2026/main.mbt,1,1,117,0,17,2,6.882352941176471,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ghost_mansion_investigation_2026/main.mbt` (max ~955 lines)
glacier_rescue_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1628,1490,14,14,1.0,1628,glacier_rescue_2026/main.mbt,1166,fn main {,glacier_rescue_2026/main.mbt,2,1,141,0,26,3,10.071428571428571,14,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `glacier_rescue_2026/main.mbt` (max ~1166 lines)
gomoku_street_duel_2026,58,Fair,17,19,0,11,11,9,4,4,2279,2038,49,48,0.9795918367346939,796,gomoku_street_duel_2026/internal/render/render.mbt,202,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,gomoku_street_duel_2026/internal/render/render.mbt,3,2,138,11,48,4,3.0408163265306123,7,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `gomoku_street_duel_2026/internal/render/render.mbt` (max ~202 lines)
grappling_tower_climb_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1940,1765,18,18,1.0,1940,grappling_tower_climb_2026/main.mbt,1404,fn main {,grappling_tower_climb_2026/main.mbt,1,1,150,0,34,2,8.333333333333334,11,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `grappling_tower_climb_2026/main.mbt` (max ~1404 lines)
gravity_golf_2026,41,Needs Attention,5,18,0,11,7,1,1,1,325,293,4,4,1.0,325,gravity_golf_2026/main.mbt,260,fn main {,gravity_golf_2026/main.mbt,1,1,27,0,4,1,6.75,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `gravity_golf_2026/main.mbt` (max ~260 lines)
harbor_defense_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1678,1527,18,18,1.0,1678,harbor_defense_2026/main.mbt,1127,fn main {,harbor_defense_2026/main.mbt,1,1,127,0,35,1,7.055555555555555,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `harbor_defense_2026/main.mbt` (max ~1127 lines)
harbor_smuggler_run_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1356,1221,13,13,1.0,1356,harbor_smuggler_run_2026/main.mbt,1024,fn main {,harbor_smuggler_run_2026/main.mbt,1,1,110,0,17,1,8.461538461538462,9,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `harbor_smuggler_run_2026/main.mbt` (max ~1024 lines)
haunted_library_puzzle_2026,55,Fair,16,19,0,11,9,6,4,4,2682,2367,56,56,1.0,996,haunted_library_puzzle_2026/internal/render/render.mbt,194,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,haunted_library_puzzle_2026/internal/render/render.mbt,4,1,140,8,56,1,2.642857142857143,6,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `haunted_library_puzzle_2026/internal/render/render.mbt` (max ~194 lines) | Break large files (>300 LOC) into feature-focused modules
hospital_triage_2026,40,Needs Attention,4,18,0,11,7,1,1,1,436,396,8,8,1.0,436,hospital_triage_2026/main.mbt,330,fn main {,hospital_triage_2026/main.mbt,1,1,43,0,9,1,5.375,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `hospital_triage_2026/main.mbt` (max ~330 lines)
hotpot_empire_rush_2026,58,Fair,17,19,0,11,11,7,4,4,2331,2094,56,56,1.0,894,hotpot_empire_rush_2026/internal/render/render.mbt,224,fn @types.Game::draw_station_info(,hotpot_empire_rush_2026/internal/render/render.mbt,4,2,111,9,22,4,2.142857142857143,20,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `hotpot_empire_rush_2026/internal/render/render.mbt` (max ~224 lines)
ice_fishing_blitz_2026,55,Fair,16,19,0,11,9,7,4,4,2915,2574,50,50,1.0,1114,ice_fishing_blitz_2026/internal/render/render.mbt,186,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,ice_fishing_blitz_2026/internal/render/render.mbt,7,4,137,15,48,3,3.04,16,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ice_fishing_blitz_2026/internal/render/render.mbt` (max ~186 lines)
icebreaker_convoy_command_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2538,2314,43,40,0.9302325581395349,2538,icebreaker_convoy_command_2026/main.mbt,836,fn reset_run() -> Unit {,icebreaker_convoy_command_2026/main.mbt,5,2,157,0,37,4,3.6511627906976742,16,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `icebreaker_convoy_command_2026/main.mbt` (max ~836 lines)
ink_scroll_detective_2026,60,Fair,17,21,0,11,11,7,4,4,2089,1840,58,58,1.0,791,ink_scroll_detective_2026/internal/render/render.mbt,125,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,ink_scroll_detective_2026/internal/render/render.mbt,3,1,116,3,55,5,2.0517241379310347,14,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ink_scroll_detective_2026/internal/render/render.mbt` (max ~125 lines)
jackal_1988_lite,53,Needs Attention,16,19,0,11,7,19,8,8,6196,5823,103,103,1.0,1159,jackal_1988_lite/internal/levels/profiles.mbt,204,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,jackal_1988_lite/internal/render/render_ui.mbt,4,3,331,19,121,2,3.3980582524271843,16,0,0,True,False,True,0,7,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `jackal_1988_lite/internal/render/render_ui.mbt` (max ~204 lines) | Break large files (>300 LOC) into feature-focused modules
jade_temple_bellkeeper_2026,55,Fair,16,19,0,11,9,7,4,4,3692,3301,78,78,1.0,1333,jade_temple_bellkeeper_2026/internal/game/logic.mbt,180,"fn @types.Game::update_foes(game : @types.Game, dt : Float) -> Unit {",jade_temple_bellkeeper_2026/internal/game/logic.mbt,9,2,123,18,75,1,1.8076923076923077,27,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `jade_temple_bellkeeper_2026/internal/game/logic.mbt` (max ~180 lines) | Break large files (>300 LOC) into feature-focused modules
jetpack_cavern_rush_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1715,1571,15,15,1.0,1715,jetpack_cavern_rush_2026/main.mbt,1186,fn main {,jetpack_cavern_rush_2026/main.mbt,2,1,163,0,27,1,10.866666666666667,10,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `jetpack_cavern_rush_2026/main.mbt` (max ~1186 lines)
kart_racing_3d,50,Needs Attention,16,16,0,11,7,13,5,5,7805,7317,64,64,1.0,1371,kart_racing_3d/internal/render/render_ui.mbt,580,fn @types.Game::draw_cup_results(game : @types.Game) -> Unit {,kart_racing_3d/internal/render/render_ui.mbt,12,9,531,22,232,5,8.640625,70,0,0,True,False,True,0,10,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `kart_racing_3d/internal/render/render_ui.mbt` (max ~580 lines) | Break large files (>300 LOC) into feature-focused modules
lighthouse_supply_run_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2439,2196,43,40,0.9302325581395349,2439,lighthouse_supply_run_2026/main.mbt,905,fn reset_run() -> Unit {,lighthouse_supply_run_2026/main.mbt,3,2,150,0,35,5,3.488372093023256,8,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `lighthouse_supply_run_2026/main.mbt` (max ~905 lines)
lunar_lander_ops_2026,44,Needs Attention,3,19,0,11,11,1,1,1,831,763,11,11,1.0,831,lunar_lander_ops_2026/main.mbt,618,fn main {,lunar_lander_ops_2026/main.mbt,2,1,49,0,8,1,4.454545454545454,4,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `lunar_lander_ops_2026/main.mbt` (max ~618 lines)
magnet_lab_escape_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2766,2537,25,25,1.0,2766,magnet_lab_escape_2026/main.mbt,1895,fn main {,magnet_lab_escape_2026/main.mbt,3,2,196,0,58,3,7.84,19,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `magnet_lab_escape_2026/main.mbt` (max ~1895 lines)
magnet_maze_2026,40,Needs Attention,3,19,0,11,7,1,1,1,843,757,17,17,1.0,843,magnet_maze_2026/main.mbt,481,fn main {,magnet_maze_2026/main.mbt,2,1,58,0,12,1,3.411764705882353,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `magnet_maze_2026/main.mbt` (max ~481 lines)
mahjong_solitaire_pavilion_2026,53,Needs Attention,16,19,0,11,7,7,4,4,2713,2435,46,45,0.9782608695652174,990,mahjong_solitaire_pavilion_2026/internal/render/render.mbt,263,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,mahjong_solitaire_pavilion_2026/internal/render/render.mbt,5,3,153,8,53,4,3.5,8,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `mahjong_solitaire_pavilion_2026/internal/render/render.mbt` (max ~263 lines) | Break large files (>300 LOC) into feature-focused modules
martial_arts_school_manager_2026,58,Fair,17,19,0,11,11,7,4,4,1666,1483,42,42,1.0,619,martial_arts_school_manager_2026/internal/render/render.mbt,186,fn @types.Game::draw_student_table(game : @types.Game) -> Unit {,martial_arts_school_manager_2026/internal/render/render.mbt,2,1,71,8,37,3,1.880952380952381,17,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `martial_arts_school_manager_2026/internal/render/render.mbt` (max ~186 lines)
match3_garden_2026,42,Needs Attention,5,19,0,11,7,1,1,1,396,360,8,8,1.0,396,match3_garden_2026/main.mbt,195,fn main {,match3_garden_2026/main.mbt,1,1,36,4,15,8,5.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `match3_garden_2026/main.mbt` (max ~195 lines)
matchlink_festival_2026,55,Fair,16,19,0,11,9,8,4,4,2763,2481,53,52,0.9811320754716981,976,matchlink_festival_2026/internal/render/render.mbt,246,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,matchlink_festival_2026/internal/render/render.mbt,4,2,176,10,48,7,3.509433962264151,8,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `matchlink_festival_2026/internal/render/render.mbt` (max ~246 lines) | Break large files (>300 LOC) into feature-focused modules
mech_arena_duel_2026,40,Needs Attention,4,18,0,11,7,1,1,1,443,397,5,5,1.0,443,mech_arena_duel_2026/main.mbt,354,fn main {,mech_arena_duel_2026/main.mbt,1,1,39,0,15,1,7.8,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `mech_arena_duel_2026/main.mbt` (max ~354 lines)
meteor_miner_convoy_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1411,1282,18,18,1.0,1411,meteor_miner_convoy_2026/main.mbt,1000,fn main {,meteor_miner_convoy_2026/main.mbt,1,1,104,0,30,1,5.777777777777778,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `meteor_miner_convoy_2026/main.mbt` (max ~1000 lines)
metro_repair_dispatch_2026,43,Needs Attention,2,19,0,11,11,1,1,1,2298,2077,43,41,0.9534883720930233,2298,metro_repair_dispatch_2026/main.mbt,606,fn reset_run() -> Unit {,metro_repair_dispatch_2026/main.mbt,5,2,139,0,36,3,3.2325581395348837,14,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `metro_repair_dispatch_2026/main.mbt` (max ~606 lines)
mine_cart_mayhem_2026,41,Needs Attention,5,18,0,11,7,1,1,1,337,303,4,4,1.0,337,mine_cart_mayhem_2026/main.mbt,286,fn main {,mine_cart_mayhem_2026/main.mbt,1,1,28,0,5,1,7.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `mine_cart_mayhem_2026/main.mbt` (max ~286 lines)
minesweeper,42,Needs Attention,5,19,0,11,7,1,1,1,392,360,9,9,1.0,392,minesweeper/main.mbt,221,fn main {,minesweeper/main.mbt,1,1,33,2,11,2,3.888888888888889,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `minesweeper/main.mbt` (max ~221 lines)
minesweeper_neon_ops_2026,58,Fair,17,19,0,11,11,7,4,4,2176,1923,52,52,1.0,856,minesweeper_neon_ops_2026/internal/render/render.mbt,192,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,minesweeper_neon_ops_2026/internal/render/render.mbt,2,1,122,14,43,4,2.6153846153846154,5,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `minesweeper_neon_ops_2026/internal/render/render.mbt` (max ~192 lines)
models_animation,51,Needs Attention,6,23,0,11,11,1,1,1,88,79,1,1,1.0,88,models_animation/main.mbt,87,fn main {,models_animation/main.mbt,1,0,2,0,1,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_billboard,51,Needs Attention,6,23,0,11,11,1,1,1,93,79,1,1,1.0,93,models_billboard/main.mbt,92,fn main {,models_billboard/main.mbt,1,0,1,0,2,1,1.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_bone_socket,42,Needs Attention,6,16,0,11,9,1,1,1,197,172,1,1,1.0,197,models_bone_socket/main.mbt,196,fn main {,models_bone_socket/main.mbt,1,1,11,0,7,1,11.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_bone_socket/main.mbt` (max ~196 lines)
models_box_collisions,46,Needs Attention,6,20,0,11,9,1,1,1,147,130,1,1,1.0,147,models_box_collisions/main.mbt,146,fn main {,models_box_collisions/main.mbt,1,1,7,0,0,1,7.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_box_collisions/main.mbt` (max ~146 lines)
models_cubicmap,51,Needs Attention,6,23,0,11,11,1,1,1,76,65,1,1,1.0,76,models_cubicmap/main.mbt,75,fn main {,models_cubicmap/main.mbt,0,0,2,0,0,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_draw_cube_texture,48,Needs Attention,5,21,0,11,11,1,1,1,278,242,3,3,1.0,278,models_draw_cube_texture/main.mbt,113,fn draw_cube_texture_rec(,models_draw_cube_texture/main.mbt,2,0,0,0,1,3,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_first_person_maze,44,Needs Attention,6,18,0,11,9,1,1,1,153,137,1,1,1.0,153,models_first_person_maze/main.mbt,152,fn main {,models_first_person_maze/main.mbt,1,1,8,0,3,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_first_person_maze/main.mbt` (max ~152 lines)
models_geometric_shapes,47,Needs Attention,6,21,0,11,9,1,1,1,124,120,1,1,1.0,124,models_geometric_shapes/main.mbt,123,fn main {,models_geometric_shapes/main.mbt,1,1,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_geometric_shapes/main.mbt` (max ~123 lines)
